date|text|id|author|acknowledged|opposed|neutral|unrelated
2020-12-06 01:42:55|The stupidity that still surrounds #COVID   is truly astonishing and disheartening. #WearADamnMask|1335399288545955840|thom_wallace|1|0|0|0
2020-12-02 11:04:07|Hey!! What's up guys... I hope you're ok.. STAY SAFE EVERYONE #StaySafe #COVID19 #Labanlang #Filipino|1334090969449332736|GeeannTumampo|1|0|0|0
2020-12-07 23:37:20|Inbox: @GovInslee has called a press conference for tomorrow morning at 10:30am for an update on the #COVID19 @KIRORadio|1336092459219079168|HannaKIROFM|0|0|1|0
2020-12-19 05:11:30|"So you're in a discussion about the virus, and inevitably, they bring up the dreaded #COVID DEATH COUNT.""  300,000+ fatalities is pretty serious! What are you, heartless, to not care about such a number?  So you try to explain that it's inflated. They want examples.  A THREAD 👇"|1340162821376585728|JackieCords|0|1|0|0
2020-12-15 22:59:06|Hey 👋 @realDonaldTrump @JoeBiden old guys!!!  Why not do #Americans and all a favor and schedule a REvote as a REdo of 2020 since #Covid19 screwed everything up?  Why not? Since you both claim that you won, and since everyone is making new rules while not following the old ones|1338981942876909568|wearekingart|0|0|0|1
2020-12-02 22:01:51|Tomlin gotta tell these @steelers players they won’t catch #COVID19 from the dirtybird @Ravens players@just by tackling them.  Defense seems scared to get to close to them. #HereWeGo #SundayNightFootball ?|1334256489394036736|sugapablo|0|0|1|0
2020-12-11 21:43:48|SUBZERO winter temperatures: - Reduce health resistance + immunity - Raise density dangers - Obstruct Social-Distancing - Shun OFF sun’s healthy radiation - Activate transmission in dampness - Diffract vaccine immunity response priorities when #COVID19 is superposed by flu etc..|1337513440915714048|epccccs|1|0|0|0
2020-12-07 20:47:58|There is a shortage of gloves, says Dr. Murphree. #COVID19|1336049838937530368|Bob_Grip|0|0|1|0
2020-12-08 12:27:29|What would happen if reporters told the truth? The news media is still pushing the anit-masker narrative.  What would happen if the public knew it wasn't about masks being uncomfortable? What is the news afraid of?  #cdnpoli #COVID19|1336286272751423488|bcpoli|0|1|0|0
2020-12-01 18:00:02|$EARS This is not a #COVID19 mover. It's about #SARS_CoV_2 which brokeout 2002-2004 and barely anyone noticed. It also looks like a clear pump and dump to potentially offer shares.|1333833250029117440|BP_Rising|0|0|0|1
2020-12-15 04:34:59|We buried a long, long-time family friend on Friday after her death from #COVID19 . She had been on a ventilator at Mayo for well over a month. Now on Monday, the introduction of a vaccine...  It’s just so weird. Her son has completely lost it &amp; is now in jail.  So, so fucked up.|1338704080793985024|YancyFaith|1|0|0|0
2020-12-18 18:59:22|26,991 new cases and 342 new deaths in India   [18:59 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic|1340008773512032512|COVIDLive|0|0|1|0
2020-12-15 23:52:40|"That moment when your reckless friends who have continued to travel, see friends, dinners (bc ""zoom fatigue"" is real) announce their covid on FB. Of course I wish them well, but..... 🤦🏻‍♀️   #COVID19 #COVID"|1338995423663427584|Heather_v|1|0|0|0
2020-12-03 02:00:06|Considering how scarce #COVID19 testing resources are in #StLouis and #Missouri - I have no hope that #vaccine distribution will be any better. This city and state is going to be sicker longer than other places.|1334316450761351168|intrepidtoast|1|0|0|0
2020-12-18 13:07:01|So ALL OF A SUDDEN they know how to WEAR A MASK when getting the vaccine that they are SO... NVM 🙄😤🤔 #pence #Republicans #vaccinated #COVID19|1339920102096048128|_Sunshine3474|1|0|0|0
2020-12-19 12:02:49|LOWEST mortality rate of top30 #Covid19 cases (&gt;409.7k) 18/12 (Global case rank), cases, deaths: 0.89% Turkey (6), 1982090, 17610 1.45% India (2), 9956557, 144451 1.45% Bangladesh (26), 498293, 7217 1.58% Netherlands (19), 652525, 10321 1.66% Morocco (30), 409746, 6804 Part1|1340266331732623360|AndrewJMullen|0|0|1|0
2020-12-04 07:22:54|The year most have been rough for most of us; from #COVID19 to #EndSARS . At Dumota, we hope to end well. What’s your greatest wish this Christmas? 😀#FridayMotivation|1334760071390236672|Dumotaonline|0|0|1|0
2020-12-18 16:34:09|I welcome the announcement by @WHO #COVAX, the world's facility for universal access to #COVID19 vaccines, of a donation scheme to share doses of vaccines with developing countries.  This is a great token of global solidarity.  I'm glad Europe is part of this noble effort.|1339972229354938368|vonderleyen|1|0|0|0
2020-12-19 10:29:02|#COVID While I am attentive to advice - which I weigh up to the best of my ability - I have rediscovered a psychological reluctance to follow orders.|1340242731180974080|GrahamScambler|0|1|0|0
2020-12-12 14:57:58|This Covid is too close for comfort. Trusting in you my God 🙏. Must have hope! “Let thy mercy, O Lord, be upon us, according as we hope in thee. Psalms 33:22 #SaturdayThoughts #BeSafeOutThere #mentalhealth #RainyDay #hope #vaccine #COVID19|1337773695125876736|ElizabethCayso2|1|0|0|0
2020-12-08 09:37:11|I don't know why there has been such a race to be 'the first country to administer the vaccine'. Surely the race should be 'the first country to scientifically guarantee the long term safety of people taking the vaccine before administering it' #COVID19|1336243418033512448|HawkingCharles|0|1|0|0
2020-12-02 23:07:34|Among the 50 states, VA ranks 12th in population but only 44th for #COVID19 cases and 39th for deaths. Early state and local actions to reduce transmission made a difference, but there are challenging days ahead @VCUHealth @VCUHealthLeader|1334273028281171968|ArtKellermannMD|1|0|0|0
2020-12-18 08:57:49|#COVID19 #CovidChristmas #COVID19nsw  Almost a thousand cases! The NCDC reported 930 new cases of COVID-19 in Nigeria yesterday, this pandemic is obviously back with full force, brothers and sisters protect yourself, your families and your friends. Wear a mask, wash your hands|1339857389353316352|GarbaMaiva|1|0|0|0
2020-12-15 19:23:24|#Sweden cancels exams for school students until 30 June 2021 due to #COVID19, @derspiegel reports.|1338927656885248000|KirchnerArctic|0|0|1|0
2020-12-01 17:45:36|🎼#TuesdayNightVibes with @Nedujizzy1 💯  #NowplayingonRadio1📻 Dey your dey - @tflexzyofficialT  #TuneinNow 🔊🔊🔊 #davido  #Garbashehu  #COVID19  #tuesdayvibe  #TuesdayShoutout|1333829615220117504|1035fmradio1|0|0|0|1
2020-12-06 07:38:46|FFS Crickets abandoned #SAvENG ODI #COVID19|1335488841608810496|SD12322811|0|1|0|0
2020-12-18 18:08:25|#Corona Info for #USA: New Cases: 42805 Today Recovery: 7409 Today Deaths: 664 Total Active Cases: 7058718 Total Cases: 17675955 Total Recovery: 10298535 Total Deaths: 318702 #Coronavirus  #Covid19 #Covid_19 #SARSCoV2 #StaySafe   Source: 'CoronaTrackerNepal_bot' #Telegram.|1339995952141266944|krishna444_test|0|0|1|0
2020-12-07 21:55:35|Not sure all the fans should be leaving at the same time, getting this close in the aisles. Kind of defeats the limited capacity and spacing between fans! #COVID19 #BHASOU #BHAFC|1336066853039468288|chrisnev166|1|0|0|0
2020-12-12 13:48:31|To avoid voter scrutiny, #SenateMajorityLeader #MoscowMitch will offer a frivolous dead on arrival #COVID #Stimulus proposal so #Republicans can blame opposing #Democrats for the #ReliefAid failure. #Transference #TheSpin #GOPfail #KeepUp #ThingsGuiltyPeopleDo|1337756220732666112|bPositive_|0|0|0|1
2020-12-14 05:35:57|Why would Trump have the vaccine? He's already had Covid-19, he doesn't need it? 😂😂😂 #Trump #COVID19 #CovidVaccine|1338357034186469120|mylifeisanmeme|0|0|1|0
2020-12-09 16:43:10|Breaking: Canada's Health Regulators approves #CoronavirusVaccine manufactured by Biotech. #coronavirus|1336713006399500288|FEhiwobu|0|0|1|0
2020-12-08 19:47:40|Minnesota recorded 4,000 deaths due to #COVID19 yesterday.  Yesterday was also #PearlHarborRemembranceDay in which 2,403 people died.|1336397050452332288|RogueChewbacca|0|0|1|0
2020-12-12 17:11:15|Almost 15.9 million Covid-19 cases in the U.S.  #COVID19|1337807239051145216|LRKundell|0|0|1|0
2020-12-12 14:13:41|Still wonder why there is #corona in uk ? Start with @British_Airways flights. People dont wear masks and not asked/enforced to put it on. A chinese woman had her mask OFF a whole 8hrs (#wuhan sounds familiar?). How about fining them 500gbp ? @BorisJohnson #COVID19|1337762552164528128|Banished2Live|1|0|0|0
2020-12-18 20:43:20|Hey @pfizer -- since @realDonaldTrump doesn't seem to GAF if we get this vaccine, can I just give you my address and send a check for 2 initial doses &amp; 2 boosters for my wife and I? I can do PayPal too, if you prefer. #CovidVaccine #COVID19 #TrumpIsACompleteFailure|1340034936858882048|DanPompili|1|0|0|0
2020-12-13 19:25:29|Are you tired of doing the same thing everyday yet? HA! Yea, me too. But not tired of LIVING.- #COVID19|1338203406331224064|_purelegend|1|0|0|0
2020-12-02 12:37:41|dam, I really thought #COVID19 would have lasted a lot longer, the excitement is gone :(|1334114512883118080|D3vAaron|1|0|0|0
2020-12-16 16:31:33|My 1st degree is a Clinical Drug Scientist doctorate FIRST CLASS, I can manufacture any synthetic pharmaceutical drug. There is NO WAY I will ever take a #COVID19 #vaccine that was rushed with almost 6 strains killing people. The vaccine components are NOT CLEAR! DANGEROUS☠️🦠|1339246798175604736|KemiOlunloyo|0|1|0|0
2020-12-09 08:02:46|#FarmersProtestHijacked  Who is doing the #COVID19 RC-PTR tests for the protesting #Farmers?  Can #Delhi Govt answer?|1336582042780241920|rajnish1Midas|1|0|0|0
2020-12-14 12:38:03|With a #99.98% #survival rate, #COVID19 is NOT a #pandemic.  It’s an #assault.  What’s happening across the globe are #CrimesAgainstHumanity as #freedom is being stripped away.  We have to stand up &amp; take our lives back.  #fakenews #fakepandemic #Fascism #StopTheSteaI|1338463258873909248|TheStoofelette|0|1|0|0
2020-12-14 16:43:41|Ah London!  The Government has decided to move London into Tier 3 from one minute past midnight on Wednesday morning. This is incredibly disappointing for our businesses who have suffered so much already this year. #Tier3 #COVID19|1338525075344154624|HamidNowab|0|1|0|0
2020-12-17 00:36:45|Since @GOP officially comes out and says they wanted our kids to get #COVID19 can we hold them accountable with #14thAmendment now, who am I kidding we can't even get #TheSquad to hold their own leadership accountable for their inaction.|1339368905152847872|Vilverinelink|1|0|0|0
2020-12-05 22:20:32|Anyone else having an issue getting their #covid test results from the county?|1335348357728972800|aliluna33|0|0|1|0
2020-12-09 06:39:41|COVID19(12/09/2020 01:39:39)=&gt; Conf(^)(+634120): 68,225,313 Deaths(^)(+12290): 1,556,822 %Died(v)(-0.01): 2.28 #COVID19 #COVID_19|1336561135466721280|alert_covid19|0|0|1|0
2020-12-08 10:11:38|[1/2] Every 10-20 years, EA countries experience a bad locust year—a time when the insects destroy crops. 2020 is one such year. #Digitalplatforms helped us reach 16M+  farmers in our #DesertLocust &amp; #COVID19 responses in Kenya and Ethiopia w/@plantvillage @cabi @EthiopianATA|1336252086799970304|MercyCorpsAFA|0|0|0|1
2020-12-02 10:26:29|UK #COVID vaccine requires two doses, 21 days apart. Immunity occurs at 7 days after 2nd dose. Partial immunity does occur after 1st dose.  “we can see some protection occurring after day 12 of 1st dose” Prof Sir Munir Pirmohamed, Commission on Human Medicine Expert Working Group|1334081495166832640|CPierceUK|0|0|1|0
2020-12-12 02:33:43|#BREAKING: via @AP: U.S. greenlights first #COVID19 vaccine, launching a nationwide vaccination campaign needed to defeat the pandemic. @8NewsNow #8NN|1337586401165000704|orko_manna|0|0|1|0
2020-12-16 21:14:26|Wasn’t today, the 16th, when the tiers were going to be reviewed and an announcement on whether areas would be moving up or down? Have I missed this or has it been completely overlooked? #COVID19|1339317989921976320|petej_macca|0|0|1|0
2020-12-15 13:18:29|#StayHomeAtChristmas and get rid of this ridiculous #ChristmasBubble concept means #BeAliveForNextChristmas. Its a simple message people. #UK #COVID19 #Christmas #Lockdown|1338835823559643136|GuylArnel|1|0|0|0
2020-12-17 20:51:52|"So who are: ""incoming travellers exempted from hotel quarantine arrangements who might have flouted isolation rules""? The ""exempt"" people are being considered as the source of the #NorthernBeaches #coronavirus #Cluster"|1339674698230075392|mintomusings|1|0|0|0
2020-12-16 19:11:02|Today's #CoronaVirusUpdates from Philly:  -832 new cases  -56 new deaths  There are cases of #COVID19 in every demographic and every neighborhood.  Please #MaskUpPhilly and #StopTheSpread|1339286934359842816|CMThomasPHL|1|0|0|0
2020-12-12 14:55:47|I don’t understand when the whole country is in such a critical condition @narendramodi is inaugurating #NewParliament .Do we really need #NewParliamentBuilding ??#FarmersProtests #Poverty #unemployment #COVID19 Nation is suffering|1337773147521609728|____thedoc____|1|0|0|0
2020-12-09 01:36:28|December 8th, 2020  New Cases - 15,103 New Fatalities - 181 Hospitalizations - 9,028 (+238 from prior day) Available ICU Beds - 702 Positivity Rate - 12.5%  #covid19 #coronavirus #texas #tx #covidtexas #texascovid #txlege #texas #TexasCovid19|1336484828032753664|TexasCovid|0|0|1|0
2020-12-14 20:09:28|The number of #covid19 cases in #sanctuarysectors are DIRECTLY related to  the amount of conniving these governors (like Polis &amp;Cuomo) need to do to get around federal laws that prohibit funds to pot and criminal sectors!|1338576864143667200|di_daisyistand|0|1|0|0
2020-12-06 08:14:50|Isolation imposed in the Kelaniya Police area and Peliyagoda Police area, excluding Peliyagodawatte, Peliyagoda Gangabada, Meegahawatte and Pattiya North Grama Seva divisions, to be lifted at 5am tomorrow(7th). #SriLanka #lka #coronavirus #COVID19|1335497918523060224|newsradiolk|0|0|1|0
2020-12-12 01:47:26|Our premier,@fordnation just said that “this carbon tax is going to be the worst thing you can ever see.”  Species are going extinct, polar ice caps are melting, and #COVID19 has obliterated regular life, but Doug says a price on pollution is the worst thing ever. #onpoli 🙄|1337574752815288320|MrJShaddick|0|0|0|1
2020-12-08 12:20:59|Anyone know what the story is for people travelling from Wales, Scotland or Northern Ireland to England - are they allowed to travel? Do they need to isolate? #COVID19 #lockdown #tiersystem|1336284637665112064|ivegotthepower|0|0|1|0
2020-12-09 10:07:12|The number of #Poland's confirmed #coronavirus infections has grown since Tuesday by 12,168 new cases and reached 1,088,364, the Ministry of Health said on Wednesday morning.|1336613357126901504|PAP_eng|0|0|1|0
2020-12-11 23:11:51|All these “screening” #COVID19 surveys before you walk into the hospital... ?fatigue ?body aches... seriously, I’m a resident... that’s like chronic by now 👀 ✅Re-si-dent 👩🏻‍⚕️🥷🏻🦸🏻‍♀️🦹🏻‍♀️🤦🏻‍♀️🔥🌪 Please #StayHome so all your healthcare workers can sleep more!|1337535598165253888|cdichang|1|0|0|0
2020-12-17 12:22:44|The #NSW fools gold standard. #nswpol #COVID19nsw #COVID19AU #COVID19Aus #northshore #Sydney #pandemic #coronavirus|1339546569784270848|maccaburbsvoice|1|0|0|0
2020-12-11 21:34:02|Microsoft's msn news #COVID19 Tracker  Total Cases      15,851,901   +340,858 Fatal cases            297,243       +4,763  Out of Control --  #TrumpVirusDeathToll297K|1337510979991724032|fwtoney|0|0|1|0
2020-12-15 14:10:03|Today there are 335 people in Franklin County Jail that are high risk for #COVID-19 due to age or BMI risk factors as determined by the CDC #FreeThemAll #NoMoreJails #CareNotCages|1338848801348587520|FPeople513|1|0|0|0
2020-12-19 05:55:30|Poll time @nytimes , how many people have become @Wikipedia editors during #COVID19 ? I have.|1340173895668658176|JoshDeezy|0|0|1|0
2020-12-06 22:58:00|I just want to say, don’t plan a family Christmas or holiday. Hard as it is, resist for the sake of those you love &amp; for those in health who have no room for thousands more. #COVID19 #HolidayHack #holidays2020|1335720172535992320|nicolelefavour|1|0|0|0
2020-12-16 20:01:13|It's weird to me that @SheriffBianco feels morally opposed to enforcing COVID mandates but was perfectly fine enforcing last minute curfews in an effort to stop people from peacefully protesting, which is a constitutional right. #riversidecounty #COVID|1339299563555803136|SunniSarahh|0|1|0|0
2020-12-13 19:22:54|The only good thing about masks are the obscenities I am muttering under my breath #COVID19 #Covid_19|1338202758185275392|Constant_Corpse|0|1|0|0
2020-12-13 08:53:50|#CCP Knowingly allowed deadly #COVID19 to escape #China. If China wants Western #CovidVaccine, charge them $10K per dose. Funds from sales to China would be used to create a relief fund to be shared among stricken countries. @BBCWorld @CNN @nytimes @WSJ @CNBC @ABC @FoxNews|1338044445845962752|Taq888|0|1|0|0
2020-12-09 16:38:42|Latest numbers from @NYGovCuomo, 5.44% statewide positivity rate including clusters, 4,993 hospitalized, up 158. 95 people died from #covid19 in NYS yesterday @News12BK @News12BX @News12|1336711882217037824|KurtSemder|0|0|1|0
2020-12-11 15:25:01|300,000 Americans have died from #Covid since March 2020  Today @realDonaldTrump and his complicit GOP traitors continue to waste our tax dollars filing frivolous not even remotely legitimate lawsuits aimed at disenfranchising their votes of 85 million Americans  #TrumpDeathCult|1337418116666540032|poptart9797|1|0|0|0
2020-12-16 13:26:07|OMG 😳 I am so shocked. Just watched BBC News about #COVID19 with some people saying they are not going to get the vaccine. One person interviewed saying there’s a chip in the vaccine. Never knew there are so many stupid people around.|1339200133062414336|ahphotography21|1|0|0|0
2020-12-07 22:47:12|Brother’s wife died today. Went to hospital for an injection. Contracted Covid there! So did my bro. Sad. Will that now be a Covid death? Go to hospital to be safe. No so. #covid|1336079845093224448|TomBalderston|1|0|0|0
2020-12-05 03:06:27|There are so many new COVID cases, it is starting to rival the number of failed election fraud court cases by @realDonaldTrump #MAGA2020 #coronavirus|1335057922376818688|jbuckle3|1|0|0|0
2020-12-04 11:44:52|If you want to survive in today's economy....  BET ON YOURSELF  #Entrepreneurship #COVID19 #makeMoneyFromHome #selfconfidence #Finance #income #coronavirus #unemployment|1334825999096295424|otmmedia101|0|0|0|1
2020-12-03 16:21:31|So ... anybody doing a Florida poll on the population's desire to get vaccinated for #COVID19 ... ?|1334533233531359232|JimRosicaFL|0|0|1|0
2020-12-12 23:56:02|The #Pfizer #COVID19 being developed where my wife worked at Building 41.  I resided and went to school in Kalamazoo.  Very proud moment but the fight has just begun.|1337909105965543424|uobrims|0|0|1|0
2020-12-16 23:02:04|25,161 new #COVID19 cases and 612 new deaths in UK - if this was any other month there would not be a relaxation of restrictions @BorisJohnson *accountability stops at your door*|1339345074749124608|SusanlLawson|1|0|0|0
2020-12-09 00:12:19|2515 #covid19 deaths so far today. You think that #masks infringe on your freedom? So what. So do seatbelts. So does the inability to commit murder w/o consequence. Civic duty is part of the social contract. If you'll take your shoes off to get on a plane, you can wear a #maskUp.|1336463653025955840|landguppy|1|0|0|0
2020-12-04 22:18:13|Progress continues on getting the EU to open air borders w/US.  #Delta will start operating #COVID19 test flights to #Rome  &amp; #Amsterdam    I'm sure this will be ramping up with other #airlines.  #travel #LuxuryTravel #europe #travelagent #traveladvisor #travelnews #SaveTravel|1334985387354312704|schemonitz|0|0|1|0
2020-12-14 14:55:48|London to Tier 3 from 0001 Wednesday #coronavirus|1338497926910406912|BBCTimDonovan|0|0|1|0
2020-12-18 15:38:00|Lockdowns don't work.  Tiers don't work.  Masks don't work.  After 9 months of madness this should be obvious.  #ScumMedia #Covid_19 #coronavirus #COVID19  #KBF  #JohnsonsPanic #DefundTheBBC #COVIDIOTS #MaskFannie|1339958096316251904|ChartersAndCo|0|1|0|0
2020-12-18 11:44:43|#Panvel Municipal Corporation #COVID19 report  New cases - 69 Recovered - 45 Death - 01  Total cases - 27026 Total recovered - 26117 Total deaths - 591  Active cases - 318  #CovidInMaharashtra #CoronaInIndia #COVIDUpdates|1339899390534684672|AnuragANK|0|0|1|0
2020-12-19 08:12:34|#vaccine of the #coronavirus ,what do you think about it? Will you take the vaccine?|1340208390207918080|hilaladani|0|0|1|0
2020-12-16 00:32:11|"#Ukraine needs to vaccinate 27 million people to create a ""herd immunity"" to beat #COVID19 #pandemic. Ukraine will get free #vaccines for only 4 million people. Ukraine estimates if population of Ukraine 42 million will get sick with #coronavirus, then 700,000 people would die."|1339005366776950784|besthealthyou|0|0|1|0
2020-12-04 17:51:17|"On #Biden and ex-US presidents vow to take #COVID-19 #vaccine, @DrTedros says: ""It's very good that they already have shown their commitment. They can influence, they are influencers and many of those who follow them can be influenced. It's a good idea so I support their offer"""|1334918211251400704|StephNebehay|1|0|0|0
2020-12-04 17:39:58|#Nurses who wants to help me amplify our voices by stepping up and rolling up our sleeves for public health? Let's band together to regain trust by getting vaccinated for #Covid19 as soon as we can and sharing our selfies of getting the vax @ProfAmyE @BethTonerRN are in, are you?|1334915363461623808|pamressler|1|0|0|0
2020-12-09 02:25:49|Let's say this #CovidVaccine works just like the flu vaccine. Would you get it? 💉  #COVID19|1336497248654536704|SpecialistTwt|0|0|1|0
2020-12-07 12:17:19|Dates are big source to fight coronavirus  #coronavirus #COVID19|1335921329032323072|syedzahidabbas2|1|0|0|0
2020-12-19 00:11:47|Let's hope #COVID19 goes away because I have a bad feeling it will never go away   ALL BECAUSE OF #protests2020 #banwetmarkets #Antifacemasks #antilockdownprotest|1340087397283991552|banlivemarkets|1|0|0|0
2020-12-02 18:11:49|First #WhiteHouse press briefing in 12 days and @PressSec begins by talking about hypocritical decisions made by democratic governors and mayors.  2,597 Americans died of #COVID19 yesterday — only 10 less than the record toll set April 15.|1334198601195675648|Rocco_FNC|1|0|0|0
2020-12-16 12:33:27|Don’t really need an editorialising grandstanding speech from Dr Steedman. Just give us the facts. #COVID|1339186879552434176|MarkEglinton|0|0|1|0
2020-12-09 18:34:54|Guys idk who needs to hear this but it's still bad when *only* 0.1% of your entire fucking populus dies for the same preventable reason.  #COVID19 #COVID|1336741127899197440|CottonEyeJosep1|1|0|0|0
2020-12-02 16:45:22|Normalize pandemic anxiety. It is okay not to be okay. Pushing thru is retired. We are building resilience through surviving. #COVID19|1334176847844687872|Profmommylawyer|1|0|0|0
2020-12-05 23:43:25|Oil of Oregano, Mullein Leaf Extract and Cherry Bark. Natural medicine for Respiratory/lung issues. I ordered these because Covid has me struggling to breathe. I have oil of Peppermint and Eucalyptus in the humidifier going #holistichealth #vegan #plantbased #COVID19 #positive|1335369215394656512|ShesaProtoType|1|0|0|0
2020-12-18 11:55:32|"#Coronavirus #Global Cases by the Center for Systems Science &amp; Engineering #CSSE @ Johns #Hopkins University #JHU  Stand: 18|12|2020 -11:26:00 [UTC] #COVID__19 #Germany: 1.454.009 #COVID19de #infizierte #Deutschland 25.027 #COVID_19 #verstorbene #Pandemie #CoronaUpdate #COVIDー19"|1339902114596843520|datawrangler2|0|0|1|0
2020-12-05 17:42:53|I say “Merry Christmas” &amp; I also wear a mask to protect myself, those around me &amp; the front line workers who are exhausted.   Contrary to what @Jim_Jordan wants people to think, we can do both.   #COVID19 #MaskUp #WearAMask|1335278482767507712|cracraone|1|0|0|0
2020-12-04 04:08:33|instead of the ex-Presidents taking the #coronavirus  #vaccine ... How about  1. @BillGates  2. @JeffBezos   3. @elonmusk  ... take the same #Vaccines imposed on the #Africans ... I want to see the three  AMIGO$ be Front &amp; Center ...|1334711163943153664|TribalHawk1|0|1|0|0
2020-12-15 11:35:27|#Corona alone at home  #BersetsCoronaFilme|1338809893713752064|DanieleUlrich|0|0|1|0
2020-12-03 10:43:35|Will #masks ever stop being mandated in the UK?  #COVID19|1334448188913311488|LockdownNo|0|1|0|0
2020-12-17 07:10:25|#ces2021 is right ahead and a good sign to beat #corona . Looking forward to see #lasvegas again|1339467972621050112|NicoGerum|1|0|0|0
2020-12-16 09:11:43|Out of 2088 swabs taken yesterday in #Gaza, 935 tested positive for #COVID19. The near 50% positivity rate may be attributed to the fact that due to the very limited resources available, medical authorities are only testing people over 50 who are exhibiting COVID like symptoms.|1339136110551851008|shawajason|0|0|1|0
